iter	RMSE
524	7.211722665
525	7.195733908
526	7.18331384
527	7.170232514
528	7.149501793
529	7.133209482
530	7.117351603
531	7.101899155
532	7.090869663
533	7.07881176
534	7.06040525
535	7.03593538
536	7.030310361
537	7.018135152
538	7.005455739
539	6.994758321
540	6.972322685
541	6.952889323
542	6.938335286
543	6.927036261
544	6.914646759
545	6.91307435
546	6.901494903
547	6.899969112
548	6.889055474
549	6.868312581
550	6.854252656
551	6.843598813
552	6.82106952
553	6.810310217
554	6.792147553
555	6.768913372
556	6.747164192
557	6.741642608
558	6.725496437
559	6.715205946
560	6.70511324
561	6.69220535
562	6.679646762
563	6.669443528
564	6.667632589
565	6.655374094
566	6.636793413
567	6.635029761
568	6.624878008
569	6.615199334
570	6.597245806
571	6.586575335
572	6.576903734
573	6.559572331
574	6.547761009
575	6.527778237
576	6.505801754
577	6.496133658
578	6.486386014
579	6.466099308
580	6.45671907
581	6.447628087
582	6.438446332
583	6.41750766
584	6.408175979
585	6.390252309
586	6.376728087
587	6.367953319
588	6.332703272
589	6.306939095
590	6.287846989
591	6.27876969
592	6.263587699
593	6.242569408
594	6.233805219
595	6.21817377
596	6.198191092
597	6.184064463
598	6.18037001
599	6.170982888
600	6.16229453
601	6.146922643
602	6.139178168
603	6.123411207
604	6.104134613
605	6.088876592
606	6.080792224
607	6.065614056
608	6.043321475
609	6.030039844
610	6.015736606
611	6.008621727
612	5.993774668
613	5.98475806
614	5.977639283
615	5.963399838
616	5.949988502
617	5.932897304
618	5.911889172
619	5.903630637
620	5.894787547
621	5.887720397
622	5.873751288
623	5.860129677
624	5.856756237
625	5.846478611
626	5.837364074
627	5.824931744
628	5.808830495
629	5.799157425
630	5.790919639
631	5.777078234
632	5.765142277
633	5.756709293
634	5.727479263
635	5.715290046
636	5.699957795
637	5.683128979
638	5.675590423
639	5.659872505
640	5.651815187
641	5.636860358
642	5.627152864
643	5.612686397
644	5.609323382
645	5.597914283
646	5.593659404
647	5.579312848
648	5.564962541
649	5.553316046
650	5.535620706
651	5.526308231
652	5.512172975
653	5.498506815
654	5.487574045
655	5.47749239
656	5.466703252
657	5.457283009
658	5.445742309
659	5.438586429
660	5.435686493
661	5.419938589
662	5.405845753
663	5.399582052
664	5.390442993
665	5.382680403
666	5.370071675
667	5.357018776
668	5.344638222
669	5.33818771
670	5.323893486
671	5.29772733
672	5.283097356
673	5.264827869
674	5.251971665
675	5.24290096
676	5.235445181
677	5.219646481
678	5.208789646
679	5.198847035
680	5.185784671
681	5.177663297
682	5.167617916
683	5.15377851
684	5.129236245
685	5.123673699
686	5.109498317
687	5.09912217
688	5.086729666
689	5.076480318
690	5.064859249
691	5.04633181
692	5.025146374
693	5.008441165
694	5.00297801
695	4.991695066
696	4.983623938
697	4.96788201
698	4.958964266
699	4.948879443
700	4.942282646
701	4.930663245
702	4.921408268
703	4.914086218
704	4.897921371
705	4.885304785
706	4.872106226
707	4.855054735
708	4.846283425
709	4.834080252
710	4.83101643
711	4.825693499
712	4.818994147
713	4.810233556
714	4.801062849
715	4.7940858
716	4.791220946
717	4.784606086
718	4.779544798
719	4.773107414
720	4.757303425
721	4.74873321
722	4.740246876
723	4.728165199
724	4.715311888
725	4.706218955
726	4.697685771
727	4.69144574
728	4.684878919
729	4.671433952
730	4.663602215
731	4.652072317
732	4.649655769
733	4.636742201
734	4.620447349
735	4.612597887
736	4.608270763
737	4.600187324
738	4.582549366
739	4.576265591
740	4.565051677
741	4.557710811
742	4.555571533
743	4.553254051
744	4.540452981
745	4.521689007
746	4.514721177
747	4.510040677
748	4.499621361
749	4.485232607
750	4.476692098
751	4.465599641
752	4.461265691
753	4.455360601
754	4.448203318
755	4.446343423
756	4.439310038
757	4.428736299
758	4.422757859
759	4.410770876
760	4.398160995
761	4.390145309
762	4.38534363
763	4.37723306
764	4.364195361
765	4.353954238
766	4.344939828
767	4.334466874
768	4.327763573
769	4.316371536
770	4.309449598
771	4.298052809
772	4.289599399
773	4.282780257
774	4.272260912
775	4.261444169
776	4.253670548
777	4.245726529
778	4.238117407
779	4.226102999
780	4.218536689
781	4.204969318
782	4.199846829
783	4.192300799
784	4.181683083
785	4.175301317
786	4.169727022
787	4.160386127
788	4.150288101
789	4.144099376
790	4.142308077
791	4.132565952
792	4.130644227
793	4.122858191
794	4.12101351
795	4.114172905
796	4.108448362
797	4.097709662
798	4.095930863
799	4.089619275
800	4.087894852
801	4.081454017
802	4.075713561
803	4.070987705
804	4.069347269
805	4.067725905
806	4.062322275
807	4.057209213
808	4.04640887
809	4.042302877
810	4.036178792
811	4.030305037
812	4.019334662
813	4.013454417
814	4.009376411
815	4.001201744
816	3.993926267
817	3.993370989
818	3.98421109
819	3.978305257
820	3.971888627
821	3.970385665
822	3.964686861
823	3.959257618
824	3.948882099
825	3.94173261
826	3.934317571
827	3.928812903
828	3.913874654
829	3.912450332
830	3.907172177
831	3.903454289
832	3.896693226
833	3.887928496
834	3.880459704
835	3.873663208
836	3.867386087
837	3.863106634
838	3.861740474
839	3.851016426
840	3.845406452
841	3.839247969
842	3.833952018
843	3.830214639
844	3.818045787
845	3.813148114
846	3.807778838
847	3.803101344
848	3.796630793
849	3.792668127
850	3.790603644
851	3.785038508
852	3.77594991
853	3.771101632
854	3.761809137
855	3.757264872
856	3.748511325
857	3.744882802
858	3.733918956
859	3.723818791
860	3.719834751
861	3.712426593
862	3.710542475
863	3.705688973
864	3.699223345
865	3.694398053
866	3.690416001
867	3.688543887
868	3.683990161
869	3.680052796
870	3.679607917
871	3.678363135
872	3.673392168
873	3.667406152
874	3.662873851
875	3.658939208
876	3.655167699
877	3.65151502
878	3.644162024
879	3.638528035
880	3.629976861
881	3.627650801
882	3.62314572
883	3.620205536
884	3.614591433
885	3.607980631
886	3.603686161
887	3.59745712
888	3.592300503
889	3.586067785
890	3.578275698
891	3.574920418
892	3.571121485
893	3.566913186
894	3.560423863
895	3.55783384
896	3.553645436
897	3.551149897
898	3.550741837
899	3.545948147
900	3.541630469
901	3.537604684
902	3.531889043
903	3.530865392
904	3.527110367
905	3.521161517
906	3.519004915
907	3.516906411
908	3.51539551
909	3.512173755
910	3.507339455
911	3.499920236
912	3.495407322
913	3.48621171
914	3.482057872
915	3.478688094
916	3.475479757
917	3.469213414
918	3.467676979
919	3.459672033
920	3.450285283
921	3.444829617
922	3.439502164
923	3.435500054
924	3.431399509
925	3.427727572
926	3.423150415
927	3.419679935
928	3.408752703
929	3.404671595
930	3.396972786
931	3.391532584
932	3.38884844
933	3.379910268
934	3.372587588
935	3.369204876
936	3.365386575
937	3.359922733
938	3.348052276
939	3.343424475
940	3.336687548
941	3.328968559
942	3.324948299
943	3.317176334
944	3.313329584
945	3.308328315
946	3.300289322
947	3.296903925
948	3.291395924
949	3.287478519
950	3.283742295
951	3.276695653
952	3.270475715
953	3.269533458
954	3.265886607
955	3.260596134
956	3.254666316
957	3.249257641
958	3.243565512
959	3.243436981
960	3.240076654
961	3.234896113
962	3.229283619
963	3.225983213
964	3.222188124
965	3.218811462
966	3.215071015
967	3.210998358
968	3.207822253
969	3.199903878
970	3.196590374
971	3.190196508
972	3.184553281
973	3.18128543
974	3.177830925
975	3.174157937
976	3.168361787
977	3.162722575
978	3.155789442
979	3.154134625
980	3.149196225
981	3.146886011
982	3.137164467
983	3.130692002
984	3.127160524
985	3.122286392
986	3.116846872
987	3.109820551
988	3.106718043
989	3.100725356
990	3.09553569
991	3.092350085
992	3.088516704
993	3.085577826
994	3.078847964
995	3.074205341
996	3.069618167
997	3.06463744
998	3.060171674
999	3.056876176
